03-10-21 21:54:54 - Dataset Loaded
03-10-21 21:54:54 - Configuration:
Namespace(TransferH=False, alpha=1.0, batch_size=64, beam_width=12, bidirectional=False, coco_path='./UMT_data/coco_new', config='Configs/mbart_wcons.yml', cpu=False, dataset='coco', decode_how='beam', device=device(type='cuda'), do_eval=True, do_train=True, dropout=0.1, embedding_dim=1024, eval_mode=False, fix_bhd=False, fix_spk=False, grad_clip=1.0, hard=True, has_vocab_constraint=True, hidden_dim=512, image_dim=2048, l2='jp', loss_type='xent', lr=5e-07, max_global_step=30000, model_name='mbart', n_gpu=1, no_share_bhd=False, no_terminal=False, no_write=False, norm_pow=0.0, num_distractors_train=3, num_distractors_valid=3, num_games=30000, num_layers=1, output_dir='mbart_wcons', pretrain_spk=False, print_every=50, re_load=False, sample_how='gumbel', save_every=4000, save_pretrain_seperately=True, seed=42, seq_len=15, source_lang='en_XX', source_lang_vocab_constrain_file='./UMT_data/cc/en_europarl_count_dict.json', stop_after=30, target_acc=85.0, target_lang='ja_XX', target_lang_vocab_constrain_file='./UMT_data/cc/ja_smaller_count_dict.json', temp=1.0, temperature=1.0, translate_every=2000, two_ffwd=False, unit_norm=False, valid_batch_size=128, valid_every=500, vocab_size=4035)
Sharing visual system for each agent.
03-10-21 21:55:21 - IN    : 612951040 params
03-10-21 21:55:21 - OUT   : 0 params
03-10-21 21:55:21 - TOTAL : 612951040 params
03-10-21 21:56:33 - epoch     0 train | loss 1.6765| prediction accuracy 26.03%| average message length 15.0000 |
03-11-21 02:35:39 - epoch    13 train | loss 0.2677| prediction accuracy 90.09%| average message length 15.0000 |
03-11-21 02:36:49 - epoch    13 train | loss 0.2552| prediction accuracy 90.59%| average message length 15.0000 |
03-11-21 02:37:59 - epoch    13 train | loss 0.2632| prediction accuracy 89.94%| average message length 15.0000 |
03-11-21 02:39:09 - epoch    13 train | loss 0.2487| prediction accuracy 91.16%| average message length 15.0000 |
03-11-21 02:40:19 - epoch    13 train | loss 0.2548| prediction accuracy 90.94%| average message length 15.0000 |
03-11-21 02:41:29 - epoch    13 train | loss 0.2669| prediction accuracy 90.06%| average message length 15.0000 |
03-11-21 02:42:52 - epoch 10500 valid | loss 0.2355| prediction accuracy 91.83%| average message length 15.0000 |
03-11-21 02:42:52 - Saving model to mbart_wcons
Epoch : 13 Prediction Accuracy = 91.82921974522293 Saved to Path : mbart_wcons
03-11-21 02:45:10 - epoch    13 train | loss 0.2509| prediction accuracy 90.94%| average message length 15.0000 |
03-11-21 02:46:19 - epoch    13 train | loss 0.2607| prediction accuracy 90.62%| average message length 15.0000 |
03-11-21 02:47:29 - epoch    13 train | loss 0.2620| prediction accuracy 90.59%| average message length 15.0000 |
03-11-21 02:48:39 - epoch    13 train | loss 0.2579| prediction accuracy 90.03%| average message length 15.0000 |
03-11-21 02:49:49 - epoch    13 train | loss 0.2516| prediction accuracy 90.84%| average message length 15.0000 |
03-11-21 02:50:59 - epoch    13 train | loss 0.2624| prediction accuracy 90.75%| average message length 15.0000 |
03-11-21 02:52:09 - epoch    13 train | loss 0.2557| prediction accuracy 90.69%| average message length 15.0000 |
03-11-21 02:53:19 - epoch    13 train | loss 0.2508| prediction accuracy 90.81%| average message length 15.0000 |
03-11-21 02:54:29 - epoch    14 train | loss 0.2482| prediction accuracy 91.31%| average message length 15.0000 |
03-11-21 02:55:39 - epoch    14 train | loss 0.2561| prediction accuracy 90.22%| average message length 15.0000 |
03-11-21 02:57:02 - epoch 11000 valid | loss 0.2219| prediction accuracy 92.30%| average message length 15.0000 |
03-11-21 02:57:02 - Saving model to mbart_wcons
Epoch : 14 Prediction Accuracy = 92.296974522293 Saved to Path : mbart_wcons
03-11-21 02:59:24 - epoch    14 train | loss 0.2468| prediction accuracy 91.09%| average message length 15.0000 |
03-11-21 03:00:39 - epoch    14 train | loss 0.2501| prediction accuracy 91.38%| average message length 15.0000 |
03-11-21 03:01:53 - epoch    14 train | loss 0.2577| prediction accuracy 90.66%| average message length 15.0000 |
03-11-21 03:03:08 - epoch    14 train | loss 0.2244| prediction accuracy 92.16%| average message length 15.0000 |
03-11-21 03:04:23 - epoch    14 train | loss 0.2474| prediction accuracy 90.56%| average message length 15.0000 |
03-11-21 03:05:38 - epoch    14 train | loss 0.2305| prediction accuracy 91.53%| average message length 15.0000 |
03-11-21 03:06:52 - epoch    14 train | loss 0.2394| prediction accuracy 91.38%| average message length 15.0000 |
03-11-21 03:08:07 - epoch    14 train | loss 0.2475| prediction accuracy 90.25%| average message length 15.0000 |
03-11-21 03:09:20 - epoch    14 train | loss 0.2406| prediction accuracy 91.28%| average message length 15.0000 |
03-11-21 03:10:30 - epoch    14 train | loss 0.2347| prediction accuracy 91.47%| average message length 15.0000 |
03-11-21 03:11:53 - epoch 11500 valid | loss 0.2182| prediction accuracy 92.52%| average message length 15.0000 |
03-11-21 03:11:53 - Saving model to mbart_wcons
Epoch : 14 Prediction Accuracy = 92.51592356687898 Saved to Path : mbart_wcons
03-11-21 03:14:04 - epoch    14 train | loss 0.2335| prediction accuracy 91.59%| average message length 15.0000 |
03-11-21 03:15:14 - epoch    14 train | loss 0.2360| prediction accuracy 91.00%| average message length 15.0000 |
03-11-21 03:16:24 - epoch    14 train | loss 0.2556| prediction accuracy 89.81%| average message length 15.0000 |
03-11-21 03:17:34 - epoch    14 train | loss 0.2418| prediction accuracy 91.00%| average message length 15.0000 |
03-11-21 03:18:44 - epoch    15 train | loss 0.2380| prediction accuracy 90.53%| average message length 15.0000 |
03-11-21 03:19:54 - epoch    15 train | loss 0.2377| prediction accuracy 91.50%| average message length 15.0000 |
03-11-21 03:21:04 - epoch    15 train | loss 0.2410| prediction accuracy 90.88%| average message length 15.0000 |
03-11-21 03:22:14 - epoch    15 train | loss 0.2266| prediction accuracy 92.09%| average message length 15.0000 |
03-11-21 03:23:24 - epoch    15 train | loss 0.2264| prediction accuracy 91.56%| average message length 15.0000 |
03-11-21 03:24:34 - epoch    15 train | loss 0.2170| prediction accuracy 92.31%| average message length 15.0000 |
03-11-21 03:25:56 - epoch 12000 valid | loss 0.2165| prediction accuracy 92.28%| average message length 15.0000 |
03-11-21 03:27:06 - epoch    15 train | loss 0.2422| prediction accuracy 91.09%| average message length 15.0000 |
03-11-21 03:28:16 - epoch    15 train | loss 0.2338| prediction accuracy 91.41%| average message length 15.0000 |
03-11-21 03:29:26 - epoch    15 train | loss 0.2156| prediction accuracy 91.91%| average message length 15.0000 |
03-11-21 03:30:36 - epoch    15 train | loss 0.2387| prediction accuracy 91.16%| average message length 15.0000 |
03-11-21 03:31:46 - epoch    15 train | loss 0.2227| prediction accuracy 92.00%| average message length 15.0000 |
03-11-21 03:32:56 - epoch    15 train | loss 0.2266| prediction accuracy 91.44%| average message length 15.0000 |
03-11-21 03:34:06 - epoch    15 train | loss 0.2209| prediction accuracy 91.94%| average message length 15.0000 |
03-11-21 03:35:16 - epoch    15 train | loss 0.2203| prediction accuracy 91.97%| average message length 15.0000 |
03-11-21 03:36:26 - epoch    15 train | loss 0.2289| prediction accuracy 91.56%| average message length 15.0000 |
03-11-21 03:37:36 - epoch    16 train | loss 0.2194| prediction accuracy 92.28%| average message length 15.0000 |
03-11-21 03:38:58 - epoch 12500 valid | loss 0.2062| prediction accuracy 92.64%| average message length 15.0000 |
03-11-21 03:38:58 - Saving model to mbart_wcons
Epoch : 16 Prediction Accuracy = 92.63535031847134 Saved to Path : mbart_wcons
03-11-21 03:41:15 - epoch    16 train | loss 0.2232| prediction accuracy 92.38%| average message length 15.0000 |
03-11-21 03:42:30 - epoch    16 train | loss 0.2163| prediction accuracy 92.44%| average message length 15.0000 |
03-11-21 03:43:44 - epoch    16 train | loss 0.2263| prediction accuracy 91.03%| average message length 15.0000 |
03-11-21 03:44:59 - epoch    16 train | loss 0.2085| prediction accuracy 92.84%| average message length 15.0000 |
03-11-21 03:46:14 - epoch    16 train | loss 0.2194| prediction accuracy 92.25%| average message length 15.0000 |
03-11-21 03:47:29 - epoch    16 train | loss 0.2095| prediction accuracy 92.50%| average message length 15.0000 |
03-11-21 03:48:43 - epoch    16 train | loss 0.2066| prediction accuracy 93.00%| average message length 15.0000 |
03-11-21 03:49:58 - epoch    16 train | loss 0.2076| prediction accuracy 92.62%| average message length 15.0000 |
03-11-21 03:51:13 - epoch    16 train | loss 0.2122| prediction accuracy 92.56%| average message length 15.0000 |
03-11-21 03:52:28 - epoch    16 train | loss 0.2163| prediction accuracy 92.53%| average message length 15.0000 |
03-11-21 03:53:58 - epoch 13000 valid | loss 0.1899| prediction accuracy 93.31%| average message length 15.0000 |
03-11-21 03:53:58 - Saving model to mbart_wcons
Epoch : 16 Prediction Accuracy = 93.31210191082802 Saved to Path : mbart_wcons
03-11-21 03:56:19 - epoch    16 train | loss 0.2092| prediction accuracy 92.28%| average message length 15.0000 |
03-11-21 03:57:34 - epoch    16 train | loss 0.2195| prediction accuracy 91.59%| average message length 15.0000 |
03-11-21 03:58:49 - epoch    16 train | loss 0.2069| prediction accuracy 92.50%| average message length 15.0000 |
03-11-21 04:00:04 - epoch    16 train | loss 0.2160| prediction accuracy 91.97%| average message length 15.0000 |
03-11-21 04:01:18 - epoch    16 train | loss 0.2170| prediction accuracy 91.28%| average message length 15.0000 |
03-11-21 04:02:33 - epoch    17 train | loss 0.2190| prediction accuracy 91.88%| average message length 15.0000 |
03-11-21 04:03:48 - epoch    17 train | loss 0.2021| prediction accuracy 92.91%| average message length 15.0000 |
03-11-21 04:05:02 - epoch    17 train | loss 0.2213| prediction accuracy 92.34%| average message length 15.0000 |
03-11-21 04:06:17 - epoch    17 train | loss 0.2047| prediction accuracy 92.78%| average message length 15.0000 |
03-11-21 04:07:32 - epoch    17 train | loss 0.2082| prediction accuracy 92.25%| average message length 15.0000 |
03-11-21 04:09:02 - epoch 13500 valid | loss 0.1946| prediction accuracy 93.20%| average message length 15.0000 |
03-11-21 04:10:17 - epoch    17 train | loss 0.2111| prediction accuracy 92.47%| average message length 15.0000 |
03-11-21 04:11:32 - epoch    17 train | loss 0.2013| prediction accuracy 92.47%| average message length 15.0000 |
03-11-21 04:12:46 - epoch    17 train | loss 0.1985| prediction accuracy 92.47%| average message length 15.0000 |
03-11-21 04:14:01 - epoch    17 train | loss 0.2078| prediction accuracy 92.56%| average message length 15.0000 |
03-11-21 04:15:16 - epoch    17 train | loss 0.1905| prediction accuracy 93.16%| average message length 15.0000 |
03-11-21 04:16:31 - epoch    17 train | loss 0.1929| prediction accuracy 92.91%| average message length 15.0000 |
03-11-21 04:17:45 - epoch    17 train | loss 0.2135| prediction accuracy 92.16%| average message length 15.0000 |
03-11-21 04:19:00 - epoch    17 train | loss 0.2134| prediction accuracy 91.91%| average message length 15.0000 |
03-11-21 04:20:15 - epoch    17 train | loss 0.2095| prediction accuracy 92.06%| average message length 15.0000 |
03-11-21 04:21:29 - epoch    17 train | loss 0.1955| prediction accuracy 93.16%| average message length 15.0000 |
03-11-21 04:23:00 - epoch 14000 valid | loss 0.1928| prediction accuracy 93.22%| average message length 15.0000 |
03-11-21 04:24:15 - epoch    17 train | loss 0.2028| prediction accuracy 92.66%| average message length 15.0000 |
03-11-21 04:25:29 - epoch    18 train | loss 0.1990| prediction accuracy 93.09%| average message length 15.0000 |
03-11-21 04:26:44 - epoch    18 train | loss 0.2022| prediction accuracy 92.69%| average message length 15.0000 |
03-11-21 04:27:59 - epoch    18 train | loss 0.2021| prediction accuracy 92.69%| average message length 15.0000 |
03-11-21 04:29:14 - epoch    18 train | loss 0.2013| prediction accuracy 92.34%| average message length 15.0000 |
03-11-21 04:30:28 - epoch    18 train | loss 0.2045| prediction accuracy 92.28%| average message length 15.0000 |
03-11-21 04:31:43 - epoch    18 train | loss 0.1923| prediction accuracy 93.25%| average message length 15.0000 |
03-11-21 04:32:58 - epoch    18 train | loss 0.1879| prediction accuracy 92.91%| average message length 15.0000 |
03-11-21 04:34:12 - epoch    18 train | loss 0.2040| prediction accuracy 92.56%| average message length 15.0000 |
03-11-21 04:35:27 - epoch    18 train | loss 0.1869| prediction accuracy 93.56%| average message length 15.0000 |
03-11-21 04:36:58 - epoch 14500 valid | loss 0.1795| prediction accuracy 93.94%| average message length 15.0000 |
03-11-21 04:36:58 - Saving model to mbart_wcons
Epoch : 18 Prediction Accuracy = 93.9390923566879 Saved to Path : mbart_wcons
03-11-21 04:39:13 - epoch    18 train | loss 0.1913| prediction accuracy 93.16%| average message length 15.0000 |
03-11-21 04:40:23 - epoch    18 train | loss 0.1919| prediction accuracy 93.75%| average message length 15.0000 |
03-11-21 04:41:33 - epoch    18 train | loss 0.1939| prediction accuracy 93.03%| average message length 15.0000 |
03-11-21 04:42:43 - epoch    18 train | loss 0.1996| prediction accuracy 92.78%| average message length 15.0000 |
03-11-21 04:43:54 - epoch    18 train | loss 0.1904| prediction accuracy 92.97%| average message length 15.0000 |
03-11-21 04:45:04 - epoch    18 train | loss 0.2083| prediction accuracy 92.09%| average message length 15.0000 |
03-11-21 04:46:14 - epoch    19 train | loss 0.1859| prediction accuracy 93.34%| average message length 15.0000 |
03-11-21 04:47:25 - epoch    19 train | loss 0.1803| prediction accuracy 93.31%| average message length 15.0000 |
03-11-21 04:48:35 - epoch    19 train | loss 0.1670| prediction accuracy 94.06%| average message length 15.0000 |
03-11-21 04:49:45 - epoch    19 train | loss 0.1986| prediction accuracy 92.69%| average message length 15.0000 |
03-11-21 04:51:08 - epoch 15000 valid | loss 0.1722| prediction accuracy 93.96%| average message length 15.0000 |
03-11-21 04:51:08 - Saving model to mbart_wcons
Epoch : 19 Prediction Accuracy = 93.95899681528662 Saved to Path : mbart_wcons
03-11-21 04:53:27 - epoch    19 train | loss 0.1967| prediction accuracy 92.69%| average message length 15.0000 |
03-11-21 04:54:42 - epoch    19 train | loss 0.1899| prediction accuracy 92.81%| average message length 15.0000 |
03-11-21 04:55:57 - epoch    19 train | loss 0.1826| prediction accuracy 93.69%| average message length 15.0000 |
03-11-21 04:57:11 - epoch    19 train | loss 0.1887| prediction accuracy 93.09%| average message length 15.0000 |
03-11-21 04:58:26 - epoch    19 train | loss 0.1823| prediction accuracy 93.38%| average message length 15.0000 |
03-11-21 04:59:41 - epoch    19 train | loss 0.1917| prediction accuracy 93.16%| average message length 15.0000 |
03-11-21 05:00:56 - epoch    19 train | loss 0.1822| prediction accuracy 93.09%| average message length 15.0000 |
03-11-21 05:02:10 - epoch    19 train | loss 0.1855| prediction accuracy 93.19%| average message length 15.0000 |
03-11-21 05:03:25 - epoch    19 train | loss 0.1781| prediction accuracy 94.28%| average message length 15.0000 |
03-11-21 05:04:40 - epoch    19 train | loss 0.1886| prediction accuracy 92.94%| average message length 15.0000 |
03-11-21 05:06:10 - epoch 15500 valid | loss 0.1735| prediction accuracy 93.81%| average message length 15.0000 |
03-11-21 05:07:25 - epoch    19 train | loss 0.1971| prediction accuracy 92.75%| average message length 15.0000 |
03-11-21 05:08:40 - epoch    19 train | loss 0.1767| prediction accuracy 93.56%| average message length 15.0000 |
03-11-21 05:09:54 - epoch    20 train | loss 0.1750| prediction accuracy 93.75%| average message length 15.0000 |
03-11-21 05:11:09 - epoch    20 train | loss 0.1882| prediction accuracy 92.94%| average message length 15.0000 |
03-11-21 05:12:24 - epoch    20 train | loss 0.1879| prediction accuracy 93.16%| average message length 15.0000 |
03-11-21 05:13:38 - epoch    20 train | loss 0.2011| prediction accuracy 92.62%| average message length 15.0000 |
03-11-21 05:14:53 - epoch    20 train | loss 0.1801| prediction accuracy 93.75%| average message length 15.0000 |
03-11-21 05:16:08 - epoch    20 train | loss 0.1826| prediction accuracy 93.62%| average message length 15.0000 |
03-11-21 05:17:22 - epoch    20 train | loss 0.1849| prediction accuracy 93.38%| average message length 15.0000 |
03-11-21 05:18:37 - epoch    20 train | loss 0.1866| prediction accuracy 93.53%| average message length 15.0000 |
03-11-21 05:20:08 - epoch 16000 valid | loss 0.1735| prediction accuracy 93.51%| average message length 15.0000 |
03-11-21 05:21:22 - epoch    20 train | loss 0.1754| prediction accuracy 93.62%| average message length 15.0000 |
03-11-21 05:22:37 - epoch    20 train | loss 0.1757| prediction accuracy 93.56%| average message length 15.0000 |
03-11-21 05:23:52 - epoch    20 train | loss 0.1688| prediction accuracy 93.84%| average message length 15.0000 |
03-11-21 05:25:06 - epoch    20 train | loss 0.1771| prediction accuracy 93.31%| average message length 15.0000 |
03-11-21 05:26:17 - epoch    20 train | loss 0.1896| prediction accuracy 92.66%| average message length 15.0000 |
03-11-21 05:27:25 - epoch    20 train | loss 0.1910| prediction accuracy 92.84%| average message length 15.0000 |
03-11-21 05:28:34 - epoch    20 train | loss 0.1828| prediction accuracy 93.25%| average message length 15.0000 |
03-11-21 05:29:42 - epoch    20 train | loss 0.1929| prediction accuracy 92.78%| average message length 15.0000 |
03-11-21 05:30:51 - epoch    21 train | loss 0.1752| prediction accuracy 93.66%| average message length 15.0000 |
03-11-21 05:31:59 - epoch    21 train | loss 0.1828| prediction accuracy 93.28%| average message length 15.0000 |
03-11-21 05:33:22 - epoch 16500 valid | loss 0.1535| prediction accuracy 94.75%| average message length 15.0000 |
03-11-21 05:33:22 - Saving model to mbart_wcons
Epoch : 21 Prediction Accuracy = 94.7452229299363 Saved to Path : mbart_wcons
03-11-21 05:35:41 - epoch    21 train | loss 0.1841| prediction accuracy 93.25%| average message length 15.0000 |
03-11-21 05:36:56 - epoch    21 train | loss 0.1709| prediction accuracy 93.84%| average message length 15.0000 |
03-11-21 05:38:11 - epoch    21 train | loss 0.1738| prediction accuracy 93.16%| average message length 15.0000 |
03-11-21 05:39:25 - epoch    21 train | loss 0.1700| prediction accuracy 94.16%| average message length 15.0000 |
03-11-21 05:40:40 - epoch    21 train | loss 0.1667| prediction accuracy 94.16%| average message length 15.0000 |
03-11-21 05:41:55 - epoch    21 train | loss 0.1780| prediction accuracy 93.00%| average message length 15.0000 |
03-11-21 05:43:07 - epoch    21 train | loss 0.1787| prediction accuracy 93.59%| average message length 15.0000 |
03-11-21 05:44:17 - epoch    21 train | loss 0.1745| prediction accuracy 93.56%| average message length 15.0000 |
03-11-21 05:45:27 - epoch    21 train | loss 0.1754| prediction accuracy 93.91%| average message length 15.0000 |
03-11-21 05:46:37 - epoch    21 train | loss 0.1587| prediction accuracy 94.31%| average message length 15.0000 |
03-11-21 05:47:59 - epoch 17000 valid | loss 0.1646| prediction accuracy 94.15%| average message length 15.0000 |
03-11-21 05:49:09 - epoch    21 train | loss 0.1730| prediction accuracy 93.72%| average message length 15.0000 |
03-11-21 05:50:19 - epoch    21 train | loss 0.1602| prediction accuracy 94.06%| average message length 15.0000 |
03-11-21 05:51:29 - epoch    21 train | loss 0.1793| prediction accuracy 93.28%| average message length 15.0000 |
03-11-21 05:52:39 - epoch    22 train | loss 0.1684| prediction accuracy 93.66%| average message length 15.0000 |
03-11-21 05:53:49 - epoch    22 train | loss 0.1704| prediction accuracy 94.09%| average message length 15.0000 |
03-11-21 05:54:59 - epoch    22 train | loss 0.1818| prediction accuracy 93.72%| average message length 15.0000 |
03-11-21 05:56:09 - epoch    22 train | loss 0.1655| prediction accuracy 93.91%| average message length 15.0000 |
03-11-21 05:57:19 - epoch    22 train | loss 0.1710| prediction accuracy 93.88%| average message length 15.0000 |
03-11-21 05:58:29 - epoch    22 train | loss 0.1668| prediction accuracy 93.88%| average message length 15.0000 |
03-11-21 05:59:39 - epoch    22 train | loss 0.1672| prediction accuracy 93.97%| average message length 15.0000 |
03-11-21 06:01:02 - epoch 17500 valid | loss 0.1724| prediction accuracy 93.83%| average message length 15.0000 |
03-11-21 06:02:12 - epoch    22 train | loss 0.1607| prediction accuracy 94.22%| average message length 15.0000 |
03-11-21 06:03:22 - epoch    22 train | loss 0.1747| prediction accuracy 93.81%| average message length 15.0000 |
03-11-21 06:04:32 - epoch    22 train | loss 0.1618| prediction accuracy 94.09%| average message length 15.0000 |
03-11-21 06:05:42 - epoch    22 train | loss 0.1668| prediction accuracy 93.50%| average message length 15.0000 |
03-11-21 06:06:52 - epoch    22 train | loss 0.1735| prediction accuracy 93.88%| average message length 15.0000 |
03-11-21 06:08:02 - epoch    22 train | loss 0.1681| prediction accuracy 93.97%| average message length 15.0000 |
03-11-21 06:09:12 - epoch    22 train | loss 0.1684| prediction accuracy 94.19%| average message length 15.0000 |
03-11-21 06:10:22 - epoch    22 train | loss 0.1791| prediction accuracy 93.44%| average message length 15.0000 |
03-11-21 06:11:32 - epoch    22 train | loss 0.1704| prediction accuracy 93.91%| average message length 15.0000 |
03-11-21 06:12:42 - epoch    23 train | loss 0.1722| prediction accuracy 93.81%| average message length 15.0000 |
03-11-21 06:14:05 - epoch 18000 valid | loss 0.1533| prediction accuracy 94.52%| average message length 15.0000 |
03-11-21 06:15:15 - epoch    23 train | loss 0.1592| prediction accuracy 94.03%| average message length 15.0000 |
03-11-21 06:16:25 - epoch    23 train | loss 0.1733| prediction accuracy 93.59%| average message length 15.0000 |
03-11-21 06:17:35 - epoch    23 train | loss 0.1737| prediction accuracy 93.78%| average message length 15.0000 |
03-11-21 06:18:45 - epoch    23 train | loss 0.1731| prediction accuracy 93.44%| average message length 15.0000 |
03-11-21 06:19:56 - epoch    23 train | loss 0.1779| prediction accuracy 93.81%| average message length 15.0000 |
03-11-21 06:21:06 - epoch    23 train | loss 0.1654| prediction accuracy 94.16%| average message length 15.0000 |
03-11-21 06:22:16 - epoch    23 train | loss 0.1660| prediction accuracy 93.53%| average message length 15.0000 |
03-11-21 06:23:26 - epoch    23 train | loss 0.1697| prediction accuracy 93.62%| average message length 15.0000 |
03-11-21 06:24:36 - epoch    23 train | loss 0.1658| prediction accuracy 94.22%| average message length 15.0000 |
03-11-21 06:25:46 - epoch    23 train | loss 0.1711| prediction accuracy 93.91%| average message length 15.0000 |
03-11-21 06:27:09 - epoch 18500 valid | loss 0.1500| prediction accuracy 94.68%| average message length 15.0000 |
03-11-21 06:28:19 - epoch    23 train | loss 0.1719| prediction accuracy 93.94%| average message length 15.0000 |
03-11-21 06:29:29 - epoch    23 train | loss 0.1717| prediction accuracy 93.69%| average message length 15.0000 |
03-11-21 06:30:39 - epoch    23 train | loss 0.1746| prediction accuracy 93.84%| average message length 15.0000 |
03-11-21 06:31:49 - epoch    23 train | loss 0.1694| prediction accuracy 93.66%| average message length 15.0000 |
03-11-21 06:32:59 - epoch    24 train | loss 0.1660| prediction accuracy 93.62%| average message length 15.0000 |
03-11-21 06:34:09 - epoch    24 train | loss 0.1637| prediction accuracy 93.88%| average message length 15.0000 |
03-11-21 06:35:20 - epoch    24 train | loss 0.1689| prediction accuracy 93.97%| average message length 15.0000 |
03-11-21 06:36:30 - epoch    24 train | loss 0.1531| prediction accuracy 94.38%| average message length 15.0000 |
03-11-21 06:37:40 - epoch    24 train | loss 0.1525| prediction accuracy 94.28%| average message length 15.0000 |
03-11-21 06:38:50 - epoch    24 train | loss 0.1680| prediction accuracy 93.59%| average message length 15.0000 |
03-11-21 06:40:13 - epoch 19000 valid | loss 0.1395| prediction accuracy 95.19%| average message length 15.0000 |
03-11-21 06:40:13 - Saving model to mbart_wcons
Epoch : 24 Prediction Accuracy = 95.19307324840764 Saved to Path : mbart_wcons
03-11-21 06:42:36 - epoch    24 train | loss 0.1636| prediction accuracy 94.31%| average message length 15.0000 |
03-11-21 06:43:51 - epoch    24 train | loss 0.1620| prediction accuracy 94.22%| average message length 15.0000 |
03-11-21 06:45:05 - epoch    24 train | loss 0.1544| prediction accuracy 94.00%| average message length 15.0000 |
03-11-21 06:46:20 - epoch    24 train | loss 0.1570| prediction accuracy 94.31%| average message length 15.0000 |
03-11-21 06:47:35 - epoch    24 train | loss 0.1478| prediction accuracy 94.62%| average message length 15.0000 |
03-11-21 06:48:49 - epoch    24 train | loss 0.1774| prediction accuracy 93.38%| average message length 15.0000 |
03-11-21 06:50:04 - epoch    24 train | loss 0.1524| prediction accuracy 94.47%| average message length 15.0000 |
03-11-21 06:51:19 - epoch    24 train | loss 0.1555| prediction accuracy 94.09%| average message length 15.0000 |
03-11-21 06:52:33 - epoch    24 train | loss 0.1646| prediction accuracy 94.41%| average message length 15.0000 |
03-11-21 06:53:48 - epoch    24 train | loss 0.1466| prediction accuracy 95.12%| average message length 15.0000 |
03-11-21 06:55:19 - epoch 19500 valid | loss 0.1464| prediction accuracy 94.98%| average message length 15.0000 |
03-11-21 06:56:33 - epoch    25 train | loss 0.1694| prediction accuracy 93.69%| average message length 15.0000 |
03-11-21 06:57:48 - epoch    25 train | loss 0.1614| prediction accuracy 94.84%| average message length 15.0000 |
03-11-21 06:59:03 - epoch    25 train | loss 0.1511| prediction accuracy 94.62%| average message length 15.0000 |
03-11-21 07:00:17 - epoch    25 train | loss 0.1543| prediction accuracy 94.34%| average message length 15.0000 |
03-11-21 07:01:32 - epoch    25 train | loss 0.1419| prediction accuracy 94.81%| average message length 15.0000 |
03-11-21 07:02:47 - epoch    25 train | loss 0.1564| prediction accuracy 94.06%| average message length 15.0000 |
03-11-21 07:04:01 - epoch    25 train | loss 0.1628| prediction accuracy 94.09%| average message length 15.0000 |
03-11-21 07:05:16 - epoch    25 train | loss 0.1684| prediction accuracy 93.88%| average message length 15.0000 |
03-11-21 07:06:31 - epoch    25 train | loss 0.1429| prediction accuracy 94.75%| average message length 15.0000 |
03-11-21 07:07:45 - epoch    25 train | loss 0.1512| prediction accuracy 94.28%| average message length 15.0000 |
03-11-21 07:09:16 - epoch 20000 valid | loss 0.1401| prediction accuracy 94.92%| average message length 15.0000 |
03-11-21 07:10:31 - epoch    25 train | loss 0.1505| prediction accuracy 94.56%| average message length 15.0000 |
03-11-21 07:11:45 - epoch    25 train | loss 0.1538| prediction accuracy 94.47%| average message length 15.0000 |
03-11-21 07:13:00 - epoch    25 train | loss 0.1539| prediction accuracy 94.69%| average message length 15.0000 |
03-11-21 07:14:15 - epoch    25 train | loss 0.1472| prediction accuracy 94.75%| average message length 15.0000 |
03-11-21 07:15:29 - epoch    25 train | loss 0.1428| prediction accuracy 94.66%| average message length 15.0000 |
03-11-21 07:16:44 - epoch    25 train | loss 0.1455| prediction accuracy 94.78%| average message length 15.0000 |
03-11-21 07:17:59 - epoch    26 train | loss 0.1437| prediction accuracy 95.06%| average message length 15.0000 |
03-11-21 07:19:14 - epoch    26 train | loss 0.1427| prediction accuracy 94.84%| average message length 15.0000 |
03-11-21 07:20:28 - epoch    26 train | loss 0.1452| prediction accuracy 94.59%| average message length 15.0000 |
03-11-21 07:21:43 - epoch    26 train | loss 0.1357| prediction accuracy 95.25%| average message length 15.0000 |
03-11-21 07:23:14 - epoch 20500 valid | loss 0.1391| prediction accuracy 95.05%| average message length 15.0000 |
03-11-21 07:24:28 - epoch    26 train | loss 0.1472| prediction accuracy 94.50%| average message length 15.0000 |
03-11-21 07:25:43 - epoch    26 train | loss 0.1658| prediction accuracy 93.94%| average message length 15.0000 |
03-11-21 07:26:58 - epoch    26 train | loss 0.1467| prediction accuracy 94.44%| average message length 15.0000 |
03-11-21 07:28:12 - epoch    26 train | loss 0.1505| prediction accuracy 94.28%| average message length 15.0000 |
03-11-21 07:29:27 - epoch    26 train | loss 0.1504| prediction accuracy 94.56%| average message length 15.0000 |
03-11-21 07:30:42 - epoch    26 train | loss 0.1383| prediction accuracy 94.94%| average message length 15.0000 |
03-11-21 07:31:56 - epoch    26 train | loss 0.1475| prediction accuracy 94.47%| average message length 15.0000 |
03-11-21 07:33:11 - epoch    26 train | loss 0.1587| prediction accuracy 94.22%| average message length 15.0000 |
03-11-21 07:34:26 - epoch    26 train | loss 0.1482| prediction accuracy 94.72%| average message length 15.0000 |
03-11-21 07:35:40 - epoch    26 train | loss 0.1440| prediction accuracy 94.41%| average message length 15.0000 |
